,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030,auto_Unnamed: 0,auto_StartDate,auto_EndDate,auto_q0001,auto_q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,auto_q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,auto_q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,auto_q0013,auto_q0014,auto_q0015,auto_q0017,auto_q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,auto_q0022,auto_q0024,q0025_0001,q0025_0002,q0025_0003,auto_q0026,auto_q0028,auto_q0029,auto_q0030,auto_q0034,auto_q0035,auto_q0036,auto_race2,auto_racethn4,auto_educ3,auto_educ4,auto_age3,auto_kids,auto_orientation,auto_weight
695,somewhat_masculine,not_too_important,not_employed,False,straight,white,high_school,northeast,695,626,627,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,5,15,9,0,1,1,1,1,1,1,0,1,236
696,very_masculine,not_at_all_important,not_employed,True,straight,white,college_graduate,northeast,696,627,628,1,3,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,27,8,4,3,1,1,0,0,1,1,1,69
697,very_masculine,not_too_important,not_employed,True,straight,not_white,high_school,southeast,697,628,629,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,3,0,1,0,1,3,1,28,3,4,4,0,3,1,1,0,1,1,333
698,somewhat_masculine,somewhat_important,employed,False,straight,white,high_school,midwest,698,629,498,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,5,11,3,2,0,1,1,1,1,0,0,1,334
699,somewhat_masculine,somewhat_important,not_employed,True,straight,white,graduate,midwest,699,630,630,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,2,44,6,1,0,1,1,0,2,1,1,1,5
700,somewhat_masculine,very_important,not_employed,True,straight,white,graduate,west,700,631,631,0,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,2,20,1,7,0,1,1,0,2,1,1,1,21
701,very_masculine,not_at_all_important,not_employed,False,straight,white,high_school,southwest,701,632,632,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,3,0,0,1,1,1,1,19,3,7,1,1,1,1,1,0,0,1,59
702,somewhat_masculine,not_too_important,employed,True,straight,white,college_graduate,midwest,702,513,520,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,1,1,0,1,5,1,0,1,1,0,0,0,1,1,4
703,somewhat_masculine,somewhat_important,not_employed,False,straight,not_white,college_graduate,west,703,633,633,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,25,5,7,0,0,0,0,0,1,0,1,73
704,somewhat_masculine,not_too_important,not_employed,False,not_straight,white,graduate,west,704,634,634,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,25,3,7,0,1,1,0,2,0,0,0,250
705,not_very_masculine,not_too_important,employed,False,straight,not_white,high_school,west,705,635,635,3,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,5,5,1,3,4,0,0,1,1,0,0,1,335
706,somewhat_masculine,somewhat_important,employed,True,straight,not_white,graduate,northeast,706,636,636,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,4,2,0,4,0,1,0,2,0,2,0,1,1,336
707,somewhat_masculine,not_too_important,not_employed,False,straight,white,high_school,southeast,707,637,637,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,1,1,3,32,0,4,4,1,1,2,3,0,0,1,262
708,very_masculine,not_at_all_important,not_employed,True,straight,not_white,graduate,southeast,708,638,638,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,4,0,1,0,1,2,2,8,1,4,4,0,2,0,2,2,1,1,337
709,somewhat_masculine,not_too_important,not_employed,False,bisexual,white,graduate,southeast,709,639,639,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,3,1,2,29,4,9,1,1,1,0,2,1,0,0,274
710,somewhat_masculine,somewhat_important,not_employed,False,not_straight,white,graduate,southwest,710,640,639,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,14,0,8,0,1,1,0,2,1,0,0,60
711,not_at_all_masculine,not_at_all_important,not_employed,False,straight,white,high_school,west,711,641,539,2,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,3,25,8,7,0,1,1,2,3,1,0,1,213
712,somewhat_masculine,not_at_all_important,not_employed,True,straight,white,high_school,west,712,641,539,0,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,1,1,3,5,0,3,4,1,1,2,3,1,1,1,254
713,somewhat_masculine,not_too_important,employed,True,straight,not_white,college_graduate,west,713,642,640,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,2,0,6,8,3,0,0,2,0,0,0,1,1,187
714,very_masculine,somewhat_important,employed,False,straight,white,college_graduate,west,714,643,641,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,1,1,1,0,5,5,8,0,1,1,0,0,2,0,1,171
715,somewhat_masculine,very_important,employed,True,straight,white,high_school,southwest,715,644,642,0,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,3,39,1,8,0,1,1,2,3,0,1,1,338
716,very_masculine,somewhat_important,employed,True,straight,white,high_school,southwest,716,645,643,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,1,14,5,8,0,1,1,1,1,1,1,1,26
717,somewhat_masculine,not_too_important,not_employed,True,straight,white,college_graduate,southeast,717,646,644,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,28,9,4,0,1,1,0,0,0,1,1,157
718,very_masculine,somewhat_important,employed,True,straight,white,high_school,west,718,647,645,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,5,46,1,7,4,1,1,1,1,0,1,1,339
719,somewhat_masculine,not_too_important,not_employed,True,straight,white,high_school,southwest,719,648,646,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,3,14,9,8,0,1,1,2,3,1,1,1,301
720,somewhat_masculine,not_too_important,not_employed,True,bisexual,white,graduate,northeast,720,648,647,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,3,0,1,0,3,1,2,16,8,0,0,1,1,0,2,1,1,0,147
721,somewhat_masculine,somewhat_important,employed,False,not_straight,white,graduate,southeast,721,649,648,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,8,9,4,0,1,1,0,2,0,0,0,221
722,somewhat_masculine,very_important,not_employed,False,straight,white,graduate,midwest,722,650,648,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,2,2,7,2,4,1,1,0,2,0,0,1,320
723,somewhat_masculine,very_important,employed,True,straight,white,high_school,southwest,723,651,649,0,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,5,14,4,8,0,1,1,1,1,0,1,1,28
724,very_masculine,somewhat_important,employed,False,straight,not_white,high_school,northeast,724,652,650,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,1,27,1,4,4,0,2,1,1,0,0,1,340
725,very_masculine,very_important,not_employed,True,straight,not_white,graduate,southeast,725,653,651,1,2,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,3,2,22,8,4,1,0,3,0,2,1,1,1,341
726,somewhat_masculine,somewhat_important,employed,True,straight,white,college_graduate,southeast,726,654,652,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,2,0,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,8,2,4,1,1,1,0,0,0,1,1,12
728,very_masculine,not_too_important,not_employed,True,straight,white,graduate,midwest,728,656,654,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,2,2,4,1,1,1,1,0,2,1,1,1,5
729,somewhat_masculine,not_too_important,not_employed,True,straight,not_white,graduate,northeast,729,657,655,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,1,2,2,15,7,0,0,0,2,0,2,1,1,1,342
730,very_masculine,very_important,employed,True,straight,not_white,college_graduate,west,730,658,656,1,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,2,1,0,0,1,4,0,47,3,5,1,0,2,0,0,0,1,1,343
731,very_masculine,somewhat_important,employed,True,straight,white,college_graduate,southeast,731,659,657,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,2,2,1,0,0,1,1,0,28,5,0,0,1,1,0,0,0,1,1,157
732,somewhat_masculine,somewhat_important,employed,True,straight,white,college_graduate,northeast,732,660,658,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,4,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,3,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,1,0,1,1,0,38,7,6,2,1,1,0,0,1,1,1,105
733,somewhat_masculine,somewhat_important,not_employed,True,straight,white,college_graduate,northeast,733,661,659,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,1,0,1,1,0,9,5,6,0,1,1,0,0,1,1,1,344
734,somewhat_masculine,somewhat_important,not_employed,True,straight,white,high_school,west,734,662,660,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,1,1,17,1,3,4,1,1,1,1,1,1,1,345
735,somewhat_masculine,somewhat_important,employed,True,straight,white,high_school,southwest,735,663,661,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,1,0,0,1,1,3,14,9,8,0,1,1,2,3,0,1,1,257
736,very_masculine,not_too_important,not_employed,True,straight,white,high_school,southwest,736,664,662,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,3,0,1,0,1,1,1,40,5,7,3,1,1,1,1,0,1,1,59
737,somewhat_masculine,somewhat_important,employed,True,straight,white,graduate,northeast,737,665,663,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,4,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,2,35,2,6,0,1,1,0,2,1,1,1,141
738,very_masculine,not_too_important,employed,True,straight,white,college_graduate,midwest,738,666,664,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,33,3,2,0,1,1,0,0,0,1,1,346
739,somewhat_masculine,not_at_all_important,not_employed,True,straight,white,graduate,southeast,739,667,665,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,2,8,9,4,1,1,1,0,2,1,1,1,68
740,somewhat_masculine,very_important,not_employed,True,straight,not_white,graduate,southeast,740,668,666,0,2,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,1,0,1,3,2,22,3,4,0,0,3,0,2,0,1,1,347
741,very_masculine,somewhat_important,not_employed,False,straight,white,graduate,northeast,741,669,667,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,2,35,8,6,0,1,1,0,2,1,0,1,141
742,somewhat_masculine,somewhat_important,employed,True,straight,white,graduate,west,742,670,668,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,1,2,5,3,3,0,1,1,0,2,0,1,1,122
744,somewhat_masculine,very_important,employed,True,straight,white,graduate,midwest,744,672,670,0,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,2,0,2,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,2,0,1,0,1,1,2,44,4,1,0,1,1,0,2,1,1,1,5
745,somewhat_masculine,not_too_important,employed,True,straight,white,graduate,northeast,745,673,671,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,2,16,5,0,0,1,1,0,2,0,1,1,196
746,very_masculine,not_too_important,employed,True,straight,white,college_graduate,southeast,746,673,672,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,3,0,1,0,1,1,0,32,8,4,0,1,1,0,0,1,1,1,184
747,somewhat_masculine,not_too_important,not_employed,True,straight,white,high_school,west,747,673,673,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1,31,3,7,0,1,1,1,1,1,1,1,98
748,somewhat_masculine,not_at_all_important,not_employed,False,straight,white,high_school,southwest,748,674,674,0,3,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,5,19,7,4,0,1,1,1,1,1,0,1,102
749,very_masculine,not_too_important,not_employed,True,straight,white,graduate,northeast,749,675,675,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,2,0,1,0,1,1,2,27,10,4,3,1,1,0,2,1,1,1,159
750,somewhat_masculine,not_at_all_important,employed,False,not_straight,white,graduate,northeast,750,675,676,0,3,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,10,0,0,1,1,0,2,0,0,0,284
751,somewhat_masculine,not_too_important,employed,True,straight,white,college_graduate,southeast,751,676,677,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,32,1,4,0,1,1,0,0,0,1,1,348
752,very_masculine,not_too_important,employed,True,straight,not_white,high_school,midwest,752,677,678,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,1,2,5,1,1,0,0,0,2,1,1,0,1,1,349
753,very_masculine,very_important,not_employed,False,not_straight,white,high_school,west,753,676,679,1,2,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5,5,7,3,0,1,1,1,1,1,0,0,91
